url,domain,category,barrier,topical_authority,source_of_label
forumtogether.org,forumtogether.org,Non-media-industry,Mid,third-party,llm_agreement
forvismazars.us,forvismazars.us,Non-media-industry,Mid,third-party,llm_agreement
forwardpathway.us,forwardpathway.us,Non-media-industry,Mid,third-party,llm_agreement
earth.org,earth.org,Media,Mid,third-party,llm_agreement
earthjustice.org,earthjustice.org,Non-media-industry,Mid,third-party,llm_agreement
eastasiaforum.org,eastasiaforum.org,Academia,High,third-party,llm_agreement
ebsco.com,ebsco.com,Non-media-industry,Mid,third-party,llm_agreement
ecfr.eu,ecfr.eu,Non-media-industry,Mid,third-party,llm_agreement
econedlink.org,econedlink.org,,Mid,third-party,human
econlib.org,econlib.org,,Mid,third-party,human
ngo-jvc.net,ngo-jvc.net,Non-media-industry,Mid,third-party,llm_agreement
nh.gop,nh.gop,Party,Primary,primary,llm_agreement
nhk.jp,nhk.jp,Media,Mid,third-party,llm_agreement
nhk.or.jp,nhk.or.jp,Media,Mid,third-party,llm_agreement
nhpr.org,nhpr.org,Media,Mid,third-party,llm_agreement
nht.jp,nht.jp,Non-media-industry,Mid,third-party,llm_agreement
nichibenren.or.jp,nichibenren.or.jp,Non-media-industry,Mid,third-party,llm_agreement
chiba-jimin.jp,chiba-jimin.jp,Party,Primary,primary,llm_agreement
chiba-tv.com,chiba-tv.com,Media,Mid,third-party,llm_agreement
chiba.jp,chiba.jp,,Mid,third-party,human
chibanippo.co.jp,chibanippo.co.jp,Media,Mid,third-party,llm_agreement
chibashintoshi.or.jp,chibashintoshi.or.jp,Non-media-industry,Mid,third-party,llm_agreement
chiduko.gr.jp,chiduko.gr.jp,,Mid,third-party,human
chihei.net,chihei.net,,Mid,third-party,human
canadaspremiers.ca,canadaspremiers.ca,Government,High,third-party,llm_agreement
canpan.info,canpan.info,,Mid,third-party,human
cao.go.jp,cao.go.jp,Government,High,third-party,llm_agreement
captechu.edu,captechu.edu,Academia,High,third-party,llm_agreement
carbontax.org,carbontax.org,Non-media-industry,Mid,third-party,llm_agreement
care-mane.com,care-mane.com,Non-media-industry,Mid,third-party,llm_agreement
carnegieendowment.org,carnegieendowment.org,Non-media-industry,Mid,third-party,llm_agreement
iflr.com,iflr.com,Media,Mid,third-party,llm_agreement
ifvoc.org,ifvoc.org,Non-media-industry,Mid,third-party,llm_agreement
igrid.co.jp,igrid.co.jp,Non-media-industry,Mid,third-party,llm_agreement
ii-seiji.com,ii-seiji.com,,Mid,third-party,human
ikaros.jp,ikaros.jp,Media,Mid,third-party,llm_agreement
ikoinosato.com,ikoinosato.com,Non-media-industry,Mid,third-party,llm_agreement
ilcm.org,ilcm.org,Non-media-industry,Mid,third-party,llm_agreement
nebraskademocrats.org,nebraskademocrats.org,Party,Primary,primary,llm_agreement
netsecurity.ne.jp,netsecurity.ne.jp,,Mid,third-party,human
nevisrising.org,nevisrising.org,,Mid,third-party,human
new-kokumin-ibaraki.org,new-kokumin-ibaraki.org,Party,Primary,primary,llm_agreement
new-kokumin-nara.jp,new-kokumin-nara.jp,Party,Primary,primary,llm_agreement
new-kokumin.jp,new-kokumin.jp,Party,Primary,primary,llm_agreement
new-kokumin.tokyo,new-kokumin.tokyo,Party,Primary,primary,llm_agreement
mag2.com,mag2.com,Platform,Low,third-party,llm_agreement
maga9.jp,maga9.jp,Media,Mid,third-party,llm_agreement
mailmate.jp,mailmate.jp,Non-media-industry,Mid,third-party,llm_agreement
mainedems.org,mainedems.org,Party,Primary,primary,llm_agreement
mainichi.jp,mainichi.jp,Media,Mid,third-party,llm_agreement
mainichibooks.com,mainichibooks.com,,Mid,third-party,human
majorityleader.gov,majorityleader.gov,Government,High,third-party,llm_agreement
yahoo.co.jp,yahoo.co.jp,,Mid,third-party,human
yahoo.com,yahoo.com,,Mid,third-party,human
yale.edu,yale.edu,Academia,High,third-party,llm_agreement
yamada-partners.jp,yamada-partners.jp,Non-media-industry,Mid,third-party,llm_agreement
yamaguchikenben.or.jp,yamaguchikenben.or.jp,Non-media-industry,Mid,third-party,llm_agreement
yamamoto-tomohiro.com,yamamoto-tomohiro.com,Owned,Low,third-party,llm_agreement
yamamotokeisuke.jp,yamamotokeisuke.jp,Owned,Low,third-party,llm_agreement
instituteforglobalaffairs.org,instituteforglobalaffairs.org,Non-media-industry,Mid,third-party,llm_agreement
instituteofgeoeconomics.org,instituteofgeoeconomics.org,Non-media-industry,Mid,third-party,llm_agreement
institutmontaigne.org,institutmontaigne.org,Non-media-industry,Mid,third-party,llm_agreement
internationalbanker.com,internationalbanker.com,Media,Mid,third-party,llm_agreement
internationalviewpoint.org,internationalviewpoint.org,Media,Mid,third-party,llm_agreement
internewscast.com,internewscast.com,Media,Mid,third-party,llm_agreement
inthesetimes.com,inthesetimes.com,Media,Mid,third-party,llm_agreement
thewpwire.org,thewpwire.org,,Mid,third-party,human
thirdway.org,thirdway.org,Non-media-industry,Mid,third-party,llm_agreement
thomsonreuters.com,thomsonreuters.com,,Mid,third-party,human
thoughtco.com,thoughtco.com,,Mid,third-party,human
thsc.org,thsc.org,Non-media-industry,Mid,third-party,llm_agreement
time.com,time.com,Media,Mid,third-party,llm_agreement
timesofsandiego.com,timesofsandiego.com,Media,Mid,third-party,llm_agreement
nicovideo.jp,nicovideo.jp,Platform,Low,third-party,llm_agreement
nifty.com,nifty.com,,Mid,third-party,human
nih.gov,nih.gov,Government,High,third-party,llm_agreement
nii.ac.jp,nii.ac.jp,Academia,High,third-party,llm_agreement
niigata-nippo.co.jp,niigata-nippo.co.jp,Media,Mid,third-party,llm_agreement
niiza.org,niiza.org,Non-media-industry,Mid,third-party,llm_agreement
nikkansports.com,nikkansports.com,Media,Mid,third-party,llm_agreement
chukidan.jp,chukidan.jp,Non-media-industry,Mid,third-party,llm_agreement
chunichi.co.jp,chunichi.co.jp,Media,Mid,third-party,llm_agreement
chuokai.or.jp,chuokai.or.jp,Non-media-industry,Mid,third-party,llm_agreement
cigs.canon,cigs.canon,,Mid,third-party,human
cio.com,cio.com,Media,Mid,third-party,llm_agreement
cipenglishschool.com,cipenglishschool.com,Non-media-industry,Mid,third-party,llm_agreement
cis.org,cis.org,Non-media-industry,Mid,third-party,llm_agreement
giia.net,giia.net,Non-media-industry,Mid,third-party,llm_agreement
gisreportsonline.com,gisreportsonline.com,,Mid,third-party,human
global-counsel.com,global-counsel.com,Non-media-industry,Mid,third-party,llm_agreement
globalaffairs.org,globalaffairs.org,Non-media-industry,Mid,third-party,llm_agreement
globalamericans.org,globalamericans.org,Non-media-industry,Mid,third-party,llm_agreement
globalgreen.news,globalgreen.news,Media,Mid,third-party,llm_agreement
globalnews.ca,globalnews.ca,Media,Mid,third-party,llm_agreement
blog.jp,blog.jp,Platform,Low,third-party,llm_agreement
bloomberg.co.jp,bloomberg.co.jp,Media,Mid,third-party,llm_agreement
bloomberg.com,bloomberg.com,Media,Mid,third-party,llm_agreement
bluegreenalliance.org,bluegreenalliance.org,Non-media-industry,Mid,third-party,llm_agreement
boj.or.jp,boj.or.jp,Government,High,third-party,llm_agreement
boundless.com,boundless.com,Non-media-industry,Mid,third-party,llm_agreement
bpfj.jp,bpfj.jp,Non-media-industry,Mid,third-party,llm_agreement
edf.org,edf.org,Non-media-industry,Mid,third-party,llm_agreement
edsource.org,edsource.org,Media,Mid,third-party,llm_agreement
edu.au,edu.au,Academia,High,third-party,llm_agreement
edu.pl,edu.pl,Academia,High,third-party,llm_agreement
edu.sg,edu.sg,Academia,High,third-party,llm_agreement
educationnext.org,educationnext.org,,Mid,third-party,human
educationopportunitynetwork.org,educationopportunitynetwork.org,Non-media-industry,Mid,third-party,llm_agreement
infrastructurereportcard.org,infrastructurereportcard.org,Non-media-industry,Mid,third-party,llm_agreement
innovales.jp,innovales.jp,Non-media-industry,Mid,third-party,llm_agreement
insideclimatenews.org,insideclimatenews.org,Media,Mid,third-party,llm_agreement
insideenergyandenvironment.com,insideenergyandenvironment.com,,Mid,third-party,human
insidehighered.com,insidehighered.com,Media,Mid,third-party,llm_agreement
insidepoliticalscience.com,insidepoliticalscience.com,,Mid,third-party,human
instagram.com,instagram.com,Platform,Low,third-party,llm_agreement
gendainoriron.jp,gendainoriron.jp,,Mid,third-party,human
gender.go.jp,gender.go.jp,Government,High,third-party,llm_agreement
genron-npo.net,genron-npo.net,Non-media-industry,Mid,third-party,llm_agreement
genzeinippon.com,genzeinippon.com,Party,Primary,primary,llm_agreement
geoffreymhodgson.uk,geoffreymhodgson.uk,Owned,Low,third-party,llm_agreement
georgetown.edu,georgetown.edu,Academia,High,third-party,llm_agreement
gifuben.org,gifuben.org,Non-media-industry,Mid,third-party,llm_agreement
shinmai.co.jp,shinmai.co.jp,Media,Mid,third-party,llm_agreement
shinnpei.com,shinnpei.com,Owned,Low,third-party,llm_agreement
shobserver.com,shobserver.com,Media,Mid,third-party,llm_agreement
shonanjin.com,shonanjin.com,Media,Mid,third-party,llm_agreement
shoukasonjuku.com,shoukasonjuku.com,,Mid,third-party,human
shueisha.online,shueisha.online,,Mid,third-party,human
shugiin.go.jp,shugiin.go.jp,Government,High,third-party,llm_agreement
bracewell.com,bracewell.com,Non-media-industry,Mid,third-party,llm_agreement
brainly.com,brainly.com,Platform,Low,third-party,llm_agreement
brainpad.co.jp,brainpad.co.jp,Non-media-industry,Mid,third-party,llm_agreement
breakingdefense.com,breakingdefense.com,Media,Mid,third-party,llm_agreement
bright-green.org,bright-green.org,Media,Mid,third-party,llm_agreement
brightinnovation.jp,brightinnovation.jp,Non-media-industry,Mid,third-party,llm_agreement
brill.com,brill.com,Academia,High,third-party,llm_agreement
semafor.com,semafor.com,Media,Mid,third-party,llm_agreement
senate.gov,senate.gov,Government,High,third-party,llm_agreement
seniorsleague.org,seniorsleague.org,Non-media-industry,Mid,third-party,llm_agreement
senkyo-sokuhou.net,senkyo-sokuhou.net,Media,Mid,third-party,llm_agreement
sentry-magazine.com,sentry-magazine.com,,Mid,third-party,human
shii.gr.jp,shii.gr.jp,,Mid,third-party,human
shimizu-tadashi.jp,shimizu-tadashi.jp,Owned,Low,third-party,llm_agreement
globalsecurity.org,globalsecurity.org,Non-media-industry,Mid,third-party,llm_agreement
globaltimes.cn,globaltimes.cn,Media,Mid,third-party,llm_agreement
globalxetfs.com,globalxetfs.com,Non-media-industry,Mid,third-party,llm_agreement
gmfus.org,gmfus.org,Non-media-industry,Mid,third-party,llm_agreement
gmu.edu,gmu.edu,Academia,High,third-party,llm_agreement
go.com,go.com,Non-media-industry,Mid,third-party,llm_agreement
go2senkyo.com,go2senkyo.com,Non-media-industry,Mid,third-party,llm_agreement
ide.go.jp,ide.go.jp,Academia,High,third-party,llm_agreement
idea.int,idea.int,,Mid,third-party,human
idgop.org,idgop.org,Party,Primary,primary,llm_agreement
idj.co.jp,idj.co.jp,,Mid,third-party,human
iea.org,iea.org,,Mid,third-party,human
ieei.or.jp,ieei.or.jp,Academia,High,third-party,llm_agreement
ifeng.com,ifeng.com,Media,Mid,third-party,llm_agreement
sierraclub.org,sierraclub.org,Non-media-industry,Mid,third-party,llm_agreement
silver-news.com,silver-news.com,Media,Mid,third-party,llm_agreement
simplyethical.com,simplyethical.com,Non-media-industry,Mid,third-party,llm_agreement
sina.cn,sina.cn,,Mid,third-party,human
sinsyakai.or.jp,sinsyakai.or.jp,,Mid,third-party,human
slate.com,slate.com,Media,Mid,third-party,llm_agreement
slownews.com,slownews.com,Media,Mid,third-party,llm_agreement
marottaonmoney.com,marottaonmoney.com,Owned,Low,third-party,llm_agreement
marriageforall.jp,marriageforall.jp,Non-media-industry,Mid,third-party,llm_agreement
marubeni.com,marubeni.com,Non-media-industry,Mid,third-party,llm_agreement
marylandmatters.org,marylandmatters.org,Media,Mid,third-party,llm_agreement
masterresource.org,masterresource.org,Non-media-industry,Mid,third-party,llm_agreement
material-expo.jp,material-expo.jp,Non-media-industry,Mid,third-party,llm_agreement
matsuda-manabu.jp,matsuda-manabu.jp,Owned,Low,third-party,llm_agreement
cmrlink.org,cmrlink.org,Non-media-industry,Mid,third-party,llm_agreement
cms.gov,cms.gov,Government,High,third-party,llm_agreement
cnbc.com,cnbc.com,Media,Mid,third-party,llm_agreement
cnn.com,cnn.com,Media,Mid,third-party,llm_agreement
co.uk,co.uk,Non-media-industry,Mid,third-party,llm_agreement
cocolog-nifty.com,cocolog-nifty.com,Platform,Low,third-party,llm_agreement
cognitee.com,cognitee.com,Non-media-industry,Mid,third-party,llm_agreement
chips.gov,chips.gov,Government,High,third-party,llm_agreement
choiceisyours2021.jp,choiceisyours2021.jp,,Mid,third-party,human
chosun.com,chosun.com,Media,Mid,third-party,llm_agreement
chosyu-journal.jp,chosyu-journal.jp,Media,Mid,third-party,llm_agreement
christoverall.com,christoverall.com,,Mid,third-party,human
chubenren.jp,chubenren.jp,Non-media-industry,Mid,third-party,llm_agreement
chudo-tokyo23.com,chudo-tokyo23.com,,Mid,third-party,human
lightreading.com,lightreading.com,Media,Mid,third-party,llm_agreement
lightworks.co.jp,lightworks.co.jp,Non-media-industry,Mid,third-party,llm_agreement
linkasia.jp,linkasia.jp,Non-media-industry,Mid,third-party,llm_agreement
listen.style,listen.style,,Mid,third-party,human
livedoor.com,livedoor.com,,Mid,third-party,human
lnc2024.com,lnc2024.com,Party,Primary,primary,llm_agreement
loc.gov,loc.gov,Government,High,third-party,llm_agreement
seikatsuhogo.jp,seikatsuhogo.jp,,Mid,third-party,human
seikatsuken.or.jp,seikatsuken.or.jp,,Mid,third-party,human
seikyoonline.com,seikyoonline.com,Media,Mid,third-party,llm_agreement
sej.org,sej.org,,Mid,third-party,human
sekkyokuzaisei.jp,sekkyokuzaisei.jp,,Mid,third-party,human
selectra.jp,selectra.jp,,Mid,third-party,human
sellwell.jp,sellwell.jp,Non-media-industry,Mid,third-party,llm_agreement
ipss.go.jp,ipss.go.jp,Government,High,third-party,llm_agreement
ipwatchdog.com,ipwatchdog.com,Media,Mid,third-party,llm_agreement
irs.gov,irs.gov,Government,High,third-party,llm_agreement
isepglobal.org,isepglobal.org,Non-media-industry,Mid,third-party,llm_agreement
ishin-wakayama.com,ishin-wakayama.com,Party,Primary,primary,llm_agreement
ishinhideaki.jp,ishinhideaki.jp,Owned,Low,third-party,llm_agreement
ishizu-haruka.com,ishizu-haruka.com,Owned,Low,third-party,llm_agreement
jun.or.jp,jun.or.jp,Owned,Low,third-party,llm_agreement
justia.com,justia.com,Non-media-industry,Mid,third-party,llm_agreement
justice.gov,justice.gov,Government,High,third-party,llm_agreement
justicewithpeace.org,justicewithpeace.org,Non-media-industry,Mid,third-party,llm_agreement
justsecurity.org,justsecurity.org,Media,Mid,third-party,llm_agreement
jvckenwood.com,jvckenwood.com,Non-media-industry,Mid,third-party,llm_agreement
jwing.net,jwing.net,Media,Mid,third-party,llm_agreement
climatescorecard.org,climatescorecard.org,Non-media-industry,Mid,third-party,llm_agreement
clo.jp,clo.jp,Non-media-industry,Mid,third-party,llm_agreement
closeup.org,closeup.org,Non-media-industry,Mid,third-party,llm_agreement
cloudfront.net,cloudfront.net,Non-media-industry,Mid,third-party,llm_agreement
cls.cn,cls.cn,Media,Mid,third-party,llm_agreement
clubforgrowth.org,clubforgrowth.org,Non-media-industry,Mid,third-party,llm_agreement
cmc.edu,cmc.edu,Academia,High,third-party,llm_agreement
thelibertarians.org,thelibertarians.org,Party,Primary,primary,llm_agreement
themedia.jp,themedia.jp,,Mid,third-party,human
thenewamerican.com,thenewamerican.com,Media,Mid,third-party,llm_agreement
thenewatlantis.com,thenewatlantis.com,,Mid,third-party,human
theperrynews.com,theperrynews.com,Media,Mid,third-party,llm_agreement
thepublicsradio.org,thepublicsradio.org,Media,Mid,third-party,llm_agreement
therecord.media,therecord.media,Media,Mid,third-party,llm_agreement
gobankingrates.com,gobankingrates.com,Media,Mid,third-party,llm_agreement
goldtrust.co.jp,goldtrust.co.jp,Non-media-industry,Mid,third-party,llm_agreement
goo.ne.jp,goo.ne.jp,,Mid,third-party,human
goodauthority.org,goodauthority.org,,Mid,third-party,human
gooddo.jp,gooddo.jp,Non-media-industry,Mid,third-party,llm_agreement
goodparty.org,goodparty.org,,Mid,third-party,human
google.com,google.com,,Mid,third-party,human
quincyinst.org,quincyinst.org,Non-media-industry,Mid,third-party,llm_agreement
quora.com,quora.com,Platform,Low,third-party,llm_agreement
racinecountyeye.com,racinecountyeye.com,,Mid,third-party,human
rakuten-sec.co.jp,rakuten-sec.co.jp,Non-media-industry,Mid,third-party,llm_agreement
rakuten.co.jp,rakuten.co.jp,Non-media-industry,Mid,third-party,llm_agreement
rbccm.com,rbccm.com,Non-media-industry,Mid,third-party,llm_agreement
re-gista.co.jp,re-gista.co.jp,Non-media-industry,Mid,third-party,llm_agreement
edurio.com,edurio.com,Non-media-industry,Mid,third-party,llm_agreement
edweek.org,edweek.org,Media,Mid,third-party,llm_agreement
eenews.net,eenews.net,Media,Mid,third-party,llm_agreement
effectivealtruism.org,effectivealtruism.org,Non-media-industry,Mid,third-party,llm_agreement
egmkt.co.jp,egmkt.co.jp,Non-media-industry,Mid,third-party,llm_agreement
ehn.org,ehn.org,Media,Mid,third-party,llm_agreement
eiko-kimura.jp,eiko-kimura.jp,Owned,Low,third-party,llm_agreement
wyocp.com,wyocp.com,Party,Primary,primary,llm_agreement
x.com,x.com,Platform,Low,third-party,llm_agreement
xinhuanet.com,xinhuanet.com,Media,Mid,third-party,llm_agreement
y-hata.jp,y-hata.jp,,Mid,third-party,human
y-history.net,y-history.net,,Mid,third-party,human
y-ide.com,y-ide.com,Owned,Low,third-party,llm_agreement
y-shiozaki.or.jp,y-shiozaki.or.jp,,Mid,third-party,human
tokiomarine-nichido.co.jp,tokiomarine-nichido.co.jp,Non-media-industry,Mid,third-party,llm_agreement
tokuyama-tax.com,tokuyama-tax.com,,Mid,third-party,human
tokyo-ishin.jp,tokyo-ishin.jp,Party,Primary,primary,llm_agreement
tokyo-jimin.jp,tokyo-jimin.jp,Party,Primary,primary,llm_agreement
tokyo-np.co.jp,tokyo-np.co.jp,Media,Mid,third-party,llm_agreement
tokyo-seek.com,tokyo-seek.com,Non-media-industry,Mid,third-party,llm_agreement
tokyo.lg.jp,tokyo.lg.jp,Government,High,third-party,llm_agreement
economic.jp,economic.jp,,Mid,third-party,human
economicsobservatory.com,economicsobservatory.com,Academia,High,third-party,llm_agreement
economist.com,economist.com,Media,Mid,third-party,llm_agreement
eda.gov,eda.gov,Government,High,third-party,llm_agreement
edclp.org,edclp.org,,Mid,third-party,human
edelmanglobaladvisory.com,edelmanglobaladvisory.com,Non-media-industry,Mid,third-party,llm_agreement
edenred.jp,edenred.jp,Non-media-industry,Mid,third-party,llm_agreement
k-shimba.com,k-shimba.com,,Mid,third-party,human
kab.co.jp,kab.co.jp,Media,Mid,third-party,llm_agreement
kabukiso.com,kabukiso.com,,Mid,third-party,human
kagawa-kokumin.jp,kagawa-kokumin.jp,Party,Primary,primary,llm_agreement
kagawa-u.ac.jp,kagawa-u.ac.jp,Academia,High,third-party,llm_agreement
kagonma-info.com,kagonma-info.com,Media,Mid,third-party,llm_agreement
kagoshima-jimin.jp,kagoshima-jimin.jp,Party,Primary,primary,llm_agreement
investmentnews.com,investmentnews.com,Media,Mid,third-party,llm_agreement
investopedia.com,investopedia.com,Media,Mid,third-party,llm_agreement
inyaku.net,inyaku.net,,Mid,third-party,human
iowademocrats.org,iowademocrats.org,Party,Primary,primary,llm_agreement
ipa.go.jp,ipa.go.jp,Government,High,third-party,llm_agreement
ipinst.org,ipinst.org,Non-media-industry,Mid,third-party,llm_agreement
ippjapan.org,ippjapan.org,Non-media-industry,Mid,third-party,llm_agreement
protectborrowers.org,protectborrowers.org,Non-media-industry,Mid,third-party,llm_agreement
protectingtaxpayers.org,protectingtaxpayers.org,Non-media-industry,Mid,third-party,llm_agreement
protectourcare.org,protectourcare.org,Non-media-industry,Mid,third-party,llm_agreement
prri.org,prri.org,Academia,High,third-party,llm_agreement
prtimes.jp,prtimes.jp,,Mid,third-party,human
psc-cuny.org,psc-cuny.org,Non-media-industry,Mid,third-party,llm_agreement
psrn.jp,psrn.jp,Non-media-industry,Mid,third-party,llm_agreement
touken-world.jp,touken-world.jp,,Mid,third-party,human
townnews.co.jp,townnews.co.jp,Media,Mid,third-party,llm_agreement
toyokeizai.net,toyokeizai.net,Media,Mid,third-party,llm_agreement
translash.org,translash.org,Media,Mid,third-party,llm_agreement
transportation.gov,transportation.gov,Government,High,third-party,llm_agreement
treasury.gov,treasury.gov,Government,High,third-party,llm_agreement
trendmicro.com,trendmicro.com,Non-media-industry,Mid,third-party,llm_agreement
nishinippon.co.jp,nishinippon.co.jp,Media,Mid,third-party,llm_agreement
niskanencenter.org,niskanencenter.org,Non-media-industry,Mid,third-party,llm_agreement
nissay.co.jp,nissay.co.jp,Non-media-industry,Mid,third-party,llm_agreement
nist.gov,nist.gov,Government,High,third-party,llm_agreement
nits.go.jp,nits.go.jp,Government,High,third-party,llm_agreement
niu.edu,niu.edu,Academia,High,third-party,llm_agreement
njlp.org,njlp.org,Party,Primary,primary,llm_agreement
re24.energy,re24.energy,Non-media-industry,Mid,third-party,llm_agreement
reaganfoundation.org,reaganfoundation.org,Non-media-industry,Mid,third-party,llm_agreement
reaitimenews.com,reaitimenews.com,Media,Mid,third-party,llm_agreement
reason.com,reason.com,Media,Mid,third-party,llm_agreement
reason.org,reason.org,Non-media-industry,Mid,third-party,llm_agreement
recop.jp,recop.jp,Non-media-industry,Mid,third-party,llm_agreement
reddit.com,reddit.com,Platform,Low,third-party,llm_agreement
smd-am.co.jp,smd-am.co.jp,Non-media-industry,Mid,third-party,llm_agreement
smp.ne.jp,smp.ne.jp,,Mid,third-party,human
smrj.go.jp,smrj.go.jp,Government,High,third-party,llm_agreement
smu.edu,smu.edu,Academia,High,third-party,llm_agreement
sn-jp.com,sn-jp.com,,Mid,third-party,human
socialism2024.org,socialism2024.org,,Mid,third-party,human
socialistalternative.org,socialistalternative.org,Party,Primary,primary,llm_agreement
solarjournal.jp,solarjournal.jp,Media,Mid,third-party,llm_agreement
soltechdesigns.com,soltechdesigns.com,,Mid,third-party,human
sompo-ri.co.jp,sompo-ri.co.jp,Non-media-industry,Mid,third-party,llm_agreement
sosa.lg.jp,sosa.lg.jp,Government,High,third-party,llm_agreement
soumu.go.jp,soumu.go.jp,Government,High,third-party,llm_agreement
souzoku-pro.info,souzoku-pro.info,Non-media-industry,Mid,third-party,llm_agreement
souzokuzei-shintaku.com,souzokuzei-shintaku.com,Non-media-industry,Mid,third-party,llm_agreement
kanhoren.jp,kanhoren.jp,Non-media-industry,Mid,third-party,llm_agreement
kansasreflector.com,kansasreflector.com,Media,Mid,third-party,llm_agreement
kanseiren.or.jp,kanseiren.or.jp,Non-media-industry,Mid,third-party,llm_agreement
kantei.go.jp,kantei.go.jp,Government,High,third-party,llm_agreement
kanto-ba.org,kanto-ba.org,Non-media-industry,Mid,third-party,llm_agreement
kare11.com,kare11.com,Media,Mid,third-party,llm_agreement
kas.de,kas.de,Non-media-industry,Mid,third-party,llm_agreement
mb.ca,mb.ca,Government,High,third-party,llm_agreement
mbs.jp,mbs.jp,Media,Mid,third-party,llm_agreement
med.or.jp,med.or.jp,Non-media-industry,Mid,third-party,llm_agreement
medicareadvocacy.org,medicareadvocacy.org,Non-media-industry,Mid,third-party,llm_agreement
medicareplans.com,medicareplans.com,Non-media-industry,Mid,third-party,llm_agreement
medicarerights.org,medicarerights.org,Non-media-industry,Mid,third-party,llm_agreement
medium.com,medium.com,Platform,Low,third-party,llm_agreement
managedhealthcareexecutive.com,managedhealthcareexecutive.com,Media,Mid,third-party,llm_agreement
manakuro.com,manakuro.com,Non-media-industry,Mid,third-party,llm_agreement
manhattan.institute,manhattan.institute,Non-media-industry,Mid,third-party,llm_agreement
maniken.jp,maniken.jp,,Mid,third-party,human
maniken.online,maniken.online,,Mid,third-party,human
marketplace.org,marketplace.org,Media,Mid,third-party,llm_agreement
maro-kaikei.co.jp,maro-kaikei.co.jp,Non-media-industry,Mid,third-party,llm_agreement
nikkei.com,nikkei.com,Media,Mid,third-party,llm_agreement
nikkeibp.co.jp,nikkeibp.co.jp,Media,Mid,third-party,llm_agreement
nippon-kosodate.jp,nippon-kosodate.jp,Non-media-industry,Mid,third-party,llm_agreement
nippon.com,nippon.com,Media,Mid,third-party,llm_agreement
nipponkaigi.org,nipponkaigi.org,Non-media-industry,Mid,third-party,llm_agreement
nira.or.jp,nira.or.jp,Non-media-industry,Mid,third-party,llm_agreement
nirsonline.org,nirsonline.org,Non-media-industry,Mid,third-party,llm_agreement
medpagetoday.com,medpagetoday.com,Media,Mid,third-party,llm_agreement
meet-musashino.tokyo,meet-musashino.tokyo,,Mid,third-party,human
melrosedems.org,melrosedems.org,Party,Primary,primary,llm_agreement
meritalk.com,meritalk.com,Media,Mid,third-party,llm_agreement
meti.go.jp,meti.go.jp,Government,High,third-party,llm_agreement
mext.go.jp,mext.go.jp,Government,High,third-party,llm_agreement
mhlw.go.jp,mhlw.go.jp,Government,High,third-party,llm_agreement
ac.uk,ac.uk,Academia,High,third-party,llm_agreement
academia.edu,academia.edu,Platform,Low,third-party,llm_agreement
academicjobs.com,academicjobs.com,,Mid,third-party,human
acenet.edu,acenet.edu,Academia,High,third-party,llm_agreement
acf.gov,acf.gov,Government,High,third-party,llm_agreement
aclj.org,aclj.org,Non-media-industry,Mid,third-party,llm_agreement
aclu.org,aclu.org,Non-media-industry,Mid,third-party,llm_agreement
yamanashi.jp,yamanashi.jp,Government,High,third-party,llm_agreement
yamazoetaku.com,yamazoetaku.com,Owned,Low,third-party,llm_agreement
yanagiharashigeo.com,yanagiharashigeo.com,Owned,Low,third-party,llm_agreement
yda.org,yda.org,Party,Primary,primary,llm_agreement
yohei-wakabayashi.com,yohei-wakabayashi.com,Owned,Low,third-party,llm_agreement
yomiuri.co.jp,yomiuri.co.jp,Media,Mid,third-party,llm_agreement
yonemura-akemi.com,yonemura-akemi.com,Owned,Low,third-party,llm_agreement
back-end.co.jp,back-end.co.jp,Non-media-industry,Mid,third-party,llm_agreement
baidu.com,baidu.com,Platform,Low,third-party,llm_agreement
bakerinstitute.org,bakerinstitute.org,Academia,High,third-party,llm_agreement
bakertilly.com,bakertilly.com,Non-media-industry,Mid,third-party,llm_agreement
ballotpedia.org,ballotpedia.org,Non-media-industry,Mid,third-party,llm_agreement
baltimorecountydems.com,baltimorecountydems.com,Party,Primary,primary,llm_agreement
baltimorepostexaminer.com,baltimorepostexaminer.com,Media,Mid,third-party,llm_agreement
govexec.com,govexec.com,Media,Mid,third-party,llm_agreement
govfacts.org,govfacts.org,,Mid,third-party,human
govinfo.gov,govinfo.gov,Government,High,third-party,llm_agreement
govtech.com,govtech.com,Media,Mid,third-party,llm_agreement
govtrack.us,govtrack.us,Non-media-industry,Mid,third-party,llm_agreement
gp.org,gp.org,Party,Primary,primary,llm_agreement
gpaj.org,gpaj.org,Non-media-industry,Mid,third-party,llm_agreement
com.sg,com.sg,Non-media-industry,Mid,third-party,llm_agreement
com.tw,com.tw,Non-media-industry,Mid,third-party,llm_agreement
commerce.gov,commerce.gov,Government,High,third-party,llm_agreement
commondreams.org,commondreams.org,Media,Mid,third-party,llm_agreement
commonwealthfund.org,commonwealthfund.org,Non-media-industry,Mid,third-party,llm_agreement
commonwealthpolicycenter.org,commonwealthpolicycenter.org,Non-media-industry,Mid,third-party,llm_agreement
communicationsdaily.com,communicationsdaily.com,Media,Mid,third-party,llm_agreement
cointelegraph.com,cointelegraph.com,Media,Mid,third-party,llm_agreement
coki.jp,coki.jp,Media,Mid,third-party,llm_agreement
collegescholarships.org,collegescholarships.org,,Mid,third-party,human
coloradodems.org,coloradodems.org,Party,Primary,primary,llm_agreement
